対象年月,種別,区名,増減種別,異動内容,性別,値
202402,外国人,垂水区,社会増減,増減　①,女,2
202402,外国人,須磨区,社会増減,増減　①,女,1
202402,外国人,全市,自然増減,出生,合計,24
202402,外国人,西区,社会増減,増減　①,女,6
202402,外国人,兵庫区,社会増減,増減　①,女,-17
202402,外国人,中央区,社会増減,増減　①,女,-43
202402,外国人,長田区,社会増減,増減　①,女,-9
202402,外国人,北区,社会増減,増減　①,女,-38
202402,外国人,垂水区,自然増減,出生,男,2
202402,外国人,東灘区,自然増減,死亡,男,0
202402,外国人,全市,自然増減,死亡,男,19
202402,外国人,中央区,自然増減,死亡,男,5
202402,外国人,灘区,自然増減,死亡,男,2
202402,外国人,須磨区,自然増減,死亡,合計,3
202402,外国人,長田区,自然増減,死亡,合計,12
202402,外国人,西区,自然増減,死亡,合計,0
202402,外国人,垂水区,自然増減,死亡,合計,1
202402,外国人,西区,自然増減,死亡,男,0
202402,外国人,垂水区,自然増減,死亡,男,1
202402,外国人,東灘区,自然増減,死亡,女,1
202402,外国人,全市,自然増減,死亡,女,18
202402,外国人,北区,自然増減,死亡,男,4
202402,外国人,兵庫区,自然増減,死亡,男,1
202402,外国人,須磨区,自然増減,死亡,男,2
202402,外国人,長田区,自然増減,死亡,男,4
202402,外国人,北区,自然増減,死亡,合計,5
202402,外国人,兵庫区,自然増減,出生,女,0
202402,外国人,中央区,自然増減,出生,女,4
202402,外国人,長田区,自然増減,出生,女,2
202402,外国人,北区,自然増減,出生,女,1
202402,外国人,全市,自然増減,出生,女,10
202402,外国人,西区,自然増減,出生,男,2
202402,外国人,灘区,自然増減,出生,女,0
202402,外国人,東灘区,自然増減,出生,女,1
202402,外国人,灘区,自然増減,死亡,合計,4
202402,外国人,東灘区,自然増減,死亡,合計,1
202402,外国人,兵庫区,自然増減,死亡,合計,2
202402,外国人,中央区,自然増減,死亡,合計,9
202402,外国人,垂水区,自然増減,出生,女,1
202402,外国人,須磨区,自然増減,出生,女,0
202402,外国人,全市,自然増減,死亡,合計,37
202402,外国人,西区,自然増減,出生,女,1
202402,日本人,全市,社会増減,その他の減,合計,19
202402,日本人,西区,社会増減,その他の増,女,1
202402,日本人,灘区,社会増減,その他の減,合計,1
202402,日本人,東灘区,社会増減,その他の減,合計,0
202402,日本人,長田区,社会増減,その他の増,女,5
202402,日本人,北区,社会増減,その他の増,女,0
202402,日本人,垂水区,社会増減,その他の増,女,0
202402,日本人,須磨区,社会増減,その他の増,女,3
202402,日本人,垂水区,社会増減,その他の減,合計,6
202402,日本人,須磨区,社会増減,その他の減,合計,1
202402,日本人,全市,社会増減,その他の減,男,13
202402,日本人,西区,社会増減,その他の減,合計,3
202402,日本人,兵庫区,社会増減,その他の減,合計,7
202402,日本人,中央区,社会増減,その他の減,合計,0
202402,日本人,長田区,社会増減,その他の減,合計,0
202402,日本人,北区,社会増減,その他の減,合計,1
202402,日本人,兵庫区,社会増減,その他の増,女,0
202402,日本人,中央区,社会増減,その他の増,男,2
202402,日本人,灘区,社会増減,その他の増,男,1
202402,日本人,北区,社会増減,その他の増,男,3
202402,日本人,兵庫区,社会増減,その他の増,男,1
202402,日本人,西区,社会増減,その他の増,合計,6
202402,日本人,垂水区,社会増減,その他の増,合計,1
202402,日本人,東灘区,社会増減,その他の増,男,3
202402,日本人,全市,社会増減,その他の増,男,22
202402,日本人,東灘区,社会増減,その他の増,女,4
202402,日本人,全市,社会増減,その他の増,女,18
202402,日本人,中央区,社会増減,その他の増,女,4
202402,日本人,灘区,社会増減,その他の増,女,1
202402,日本人,須磨区,社会増減,その他の増,男,2
202402,日本人,長田区,社会増減,その他の増,男,4
202402,日本人,西区,社会増減,その他の増,男,5
202402,日本人,垂水区,社会増減,その他の増,男,1
202402,日本人,東灘区,社会増減,その他の減,男,0
202402,日本人,兵庫区,社会増減,増減　①,合計,14
202402,日本人,中央区,社会増減,増減　①,合計,-215
202402,日本人,長田区,社会増減,増減　①,合計,-10
202402,日本人,北区,社会増減,増減　①,合計,-54
202402,日本人,全市,社会増減,増減　①,合計,-291
202402,日本人,西区,社会増減,その他の減,女,2
202402,日本人,灘区,社会増減,増減　①,合計,185
202402,日本人,東灘区,社会増減,増減　①,合計,-92
202402,日本人,灘区,社会増減,増減　①,男,76
202402,日本人,東灘区,社会増減,増減　①,男,-33
202402,日本人,兵庫区,社会増減,増減　①,男,1
202402,日本人,中央区,社会増減,増減　①,男,-90
202402,日本人,垂水区,社会増減,増減　①,合計,-127
202402,日本人,須磨区,社会増減,増減　①,合計,-41
202402,日本人,全市,社会増減,増減　①,男,-63
202402,日本人,西区,社会増減,増減　①,合計,49
202402,日本人,垂水区,社会増減,その他の減,女,1
202402,日本人,須磨区,社会増減,その他の減,男,0
202402,日本人,長田区,社会増減,その他の減,男,0
202402,日本人,西区,社会増減,その他の減,男,1
202402,日本人,垂水区,社会増減,その他の減,男,5
202402,日本人,中央区,社会増減,その他の減,男,0
202402,日本人,灘区,社会増減,その他の減,男,1
202402,日本人,北区,社会増減,その他の減,男,0
202402,日本人,兵庫区,社会増減,その他の減,男,6
202402,日本人,北区,社会増減,その他の減,女,1
202402,日本人,兵庫区,社会増減,その他の減,女,1
202402,日本人,須磨区,社会増減,その他の減,女,1
202402,日本人,長田区,社会増減,その他の減,女,0
202402,日本人,東灘区,社会増減,その他の減,女,0
202402,日本人,全市,社会増減,その他の減,女,6
202402,日本人,中央区,社会増減,その他の減,女,0
202402,日本人,灘区,社会増減,その他の減,女,0
202402,日本人,須磨区,社会増減,その他の増,合計,5
202402,日本人,灘区,社会増減,転入,女,338
202402,日本人,東灘区,社会増減,転入,女,319
202402,日本人,兵庫区,社会増減,転入,女,257
202402,日本人,中央区,社会増減,転入,女,341
202402,日本人,垂水区,社会増減,転入,男,246
202402,日本人,須磨区,社会増減,転入,男,190
202402,日本人,全市,社会増減,転入,女,2381
202402,日本人,西区,社会増減,転入,男,340
202402,日本人,全市,社会増減,転出,合計,5060
202402,日本人,西区,社会増減,転入,女,295
202402,日本人,灘区,社会増減,転出,合計,462
202402,日本人,東灘区,社会増減,転出,合計,706
202402,日本人,長田区,社会増減,転入,女,153
202402,日本人,北区,社会増減,転入,女,245
202402,日本人,垂水区,社会増減,転入,女,228
202402,日本人,須磨区,社会増減,転入,女,205
202402,日本人,長田区,社会増減,転入,男,176
202402,日本人,北区,社会増減,転入,合計,472
202402,日本人,兵庫区,社会増減,転入,合計,516
202402,日本人,須磨区,社会増減,転入,合計,395
202402,日本人,長田区,社会増減,転入,合計,329
202402,日本人,東灘区,社会増減,転入,合計,607
202402,日本人,全市,社会増減,転入,合計,4748
202402,日本人,中央区,社会増減,転入,合計,674
202402,日本人,灘区,社会増減,転入,合計,646
202402,日本人,中央区,社会増減,転入,男,333
202402,日本人,灘区,社会増減,転入,男,308
202402,日本人,北区,社会増減,転入,男,227
202402,日本人,兵庫区,社会増減,転入,男,259
202402,日本人,西区,社会増減,転入,合計,635
202402,日本人,垂水区,社会増減,転入,合計,474
202402,日本人,東灘区,社会増減,転入,男,288
202402,日本人,全市,社会増減,転入,男,2367
202402,日本人,中央区,社会増減,転出,合計,895
202402,日本人,長田区,社会増減,転出,女,171
202402,日本人,北区,社会増減,転出,女,275
202402,日本人,垂水区,社会増減,転出,女,305
202402,日本人,須磨区,社会増減,転出,女,241
202402,日本人,灘区,社会増減,転出,女,230
202402,日本人,東灘区,社会増減,転出,女,382
202402,日本人,兵庫区,社会増減,転出,女,243
202402,日本人,中央区,社会増減,転出,女,470
202402,日本人,兵庫区,社会増減,その他の増,合計,1
202402,日本人,中央区,社会増減,その他の増,合計,6
202402,日本人,長田区,社会増減,その他の増,合計,9
202402,日本人,北区,社会増減,その他の増,合計,3
202402,日本人,全市,社会増減,その他の増,合計,40
202402,日本人,西区,社会増減,転出,女,304
202402,日本人,灘区,社会増減,その他の増,合計,2
202402,日本人,東灘区,社会増減,その他の増,合計,7
202402,日本人,全市,社会増減,転出,女,2621
202402,日本人,西区,社会増減,転出,合計,589
202402,日本人,垂水区,社会増減,転出,合計,596
202402,日本人,東灘区,社会増減,転出,男,324
202402,日本人,全市,社会増減,転出,男,2439
202402,日本人,北区,社会増減,転出,合計,528
202402,日本人,兵庫区,社会増減,転出,合計,496
202402,日本人,須磨区,社会増減,転出,合計,440
202402,日本人,長田区,社会増減,転出,合計,348
202402,日本人,須磨区,社会増減,転出,男,199
202402,日本人,長田区,社会増減,転出,男,177
202402,日本人,西区,社会増減,転出,男,285
202402,日本人,垂水区,社会増減,転出,男,291
202402,日本人,中央区,社会増減,転出,男,425
202402,日本人,灘区,社会増減,転出,男,232
202402,日本人,北区,社会増減,転出,男,253
202402,日本人,兵庫区,社会増減,転出,男,253
202402,日本人,北区,自然増減,増減　②,男,-101
202402,日本人,兵庫区,自然増減,増減　②,男,-26
202402,日本人,須磨区,自然増減,増減　②,男,-62
202402,日本人,長田区,自然増減,増減　②,男,-49
202402,日本人,東灘区,自然増減,増減　②,男,-48
202402,日本人,全市,自然増減,増減　②,男,-465
202402,日本人,中央区,自然増減,増減　②,男,-16
202402,日本人,灘区,自然増減,増減　②,男,-29
202402,日本人,中央区,自然増減,増減　②,女,-26
202402,日本人,灘区,自然増減,増減　②,女,-23
202402,日本人,北区,自然増減,増減　②,女,-82
202402,日本人,兵庫区,自然増減,増減　②,女,-37
202402,日本人,西区,自然増減,増減　②,男,-74
202402,日本人,垂水区,自然増減,増減　②,男,-60
202402,日本人,東灘区,自然増減,増減　②,女,-47
202402,日本人,全市,自然増減,増減　②,女,-462
202402,日本人,西区,自然増減,増減　②,合計,-130
202402,日本人,垂水区,自然増減,死亡,女,136
202402,日本人,須磨区,自然増減,死亡,女,83
202402,日本人,全市,自然増減,増減　②,合計,-927
202402,日本人,西区,自然増減,死亡,女,104
202402,日本人,兵庫区,自然増減,死亡,女,63
202402,日本人,中央区,自然増減,死亡,女,64
202402,日本人,長田区,自然増減,死亡,女,52
202402,日本人,北区,自然増減,死亡,女,114
202402,日本人,長田区,自然増減,増減　②,合計,-88
202402,日本人,北区,自然増減,増減　②,合計,-183
202402,日本人,垂水区,自然増減,増減　②,合計,-151
202402,日本人,須磨区,自然増減,増減　②,合計,-123
202402,日本人,灘区,自然増減,増減　②,合計,-52
202402,日本人,東灘区,自然増減,増減　②,合計,-95
202402,日本人,兵庫区,自然増減,増減　②,合計,-63
202402,日本人,中央区,自然増減,増減　②,合計,-42
202402,日本人,長田区,自然増減,増減　②,女,-39
202402,日本人,西区,人口増減,増減　③（①＋②）,男,-15
202402,日本人,垂水区,人口増減,増減　③（①＋②）,男,-109
202402,日本人,東灘区,人口増減,増減　③（①＋②）,女,-106
202402,日本人,全市,人口増減,増減　③（①＋②）,女,-690
202402,日本人,北区,人口増減,増減　③（①＋②）,男,-124
202402,日本人,兵庫区,人口増減,増減　③（①＋②）,男,-25
202402,日本人,須磨区,人口増減,増減　③（①＋②）,男,-69
202402,日本人,長田区,人口増減,増減　③（①＋②）,男,-46
202402,日本人,須磨区,人口増減,増減　③（①＋②）,女,-95
202402,日本人,長田区,人口増減,増減　③（①＋②）,女,-52
202402,日本人,西区,人口増減,増減　③（①＋②）,女,-66
202402,日本人,垂水区,人口増減,増減　③（①＋②）,女,-169
202402,日本人,中央区,人口増減,増減　③（①＋②）,女,-151
202402,日本人,灘区,人口増減,増減　③（①＋②）,女,86
202402,日本人,北区,人口増減,増減　③（①＋②）,女,-113
202402,日本人,兵庫区,人口増減,増減　③（①＋②）,女,-24
202402,日本人,中央区,人口増減,増減　③（①＋②）,男,-106
202402,日本人,灘区,人口増減,増減　③（①＋②）,合計,133
202402,日本人,東灘区,人口増減,増減　③（①＋②）,合計,-187
202402,日本人,兵庫区,人口増減,増減　③（①＋②）,合計,-49
202402,日本人,中央区,人口増減,増減　③（①＋②）,合計,-257
202402,日本人,垂水区,自然増減,増減　②,女,-91
202402,日本人,須磨区,自然増減,増減　②,女,-61
202402,日本人,全市,人口増減,増減　③（①＋②）,合計,-1218
202402,日本人,西区,自然増減,増減　②,女,-56
202402,日本人,全市,人口増減,増減　③（①＋②）,男,-528
202402,日本人,西区,人口増減,増減　③（①＋②）,合計,-81
202402,日本人,灘区,人口増減,増減　③（①＋②）,男,47
202402,日本人,東灘区,人口増減,増減　③（①＋②）,男,-81
202402,日本人,長田区,人口増減,増減　③（①＋②）,合計,-98
202402,日本人,北区,人口増減,増減　③（①＋②）,合計,-237
202402,日本人,垂水区,人口増減,増減　③（①＋②）,合計,-278
202402,日本人,須磨区,人口増減,増減　③（①＋②）,合計,-164
202402,日本人,灘区,自然増減,死亡,女,53
202402,日本人,須磨区,自然増減,出生,合計,52
202402,日本人,長田区,自然増減,出生,合計,23
202402,日本人,西区,自然増減,出生,合計,77
202402,日本人,垂水区,自然増減,出生,合計,96
202402,日本人,中央区,自然増減,出生,合計,70
202402,日本人,灘区,自然増減,出生,合計,61
202402,日本人,北区,自然増減,出生,合計,62
202402,日本人,兵庫区,自然増減,出生,合計,53
202402,日本人,北区,自然増減,出生,男,30
202402,日本人,兵庫区,自然増減,出生,男,27
202402,日本人,須磨区,自然増減,出生,男,30
202402,日本人,長田区,自然増減,出生,男,10
202402,日本人,東灘区,自然増減,出生,男,39
202402,日本人,全市,自然増減,出生,男,279
202402,日本人,中央区,自然増減,出生,男,32
202402,日本人,灘区,自然増減,出生,男,31
202402,日本人,東灘区,自然増減,出生,合計,75
202402,日本人,全市,社会増減,増減　①,女,-228
202402,日本人,西区,社会増減,増減　①,男,59
202402,日本人,灘区,社会増減,増減　①,女,109
202402,日本人,東灘区,社会増減,増減　①,女,-59
202402,日本人,長田区,社会増減,増減　①,男,3
202402,日本人,北区,社会増減,増減　①,男,-23
202402,日本人,垂水区,社会増減,増減　①,男,-49
202402,日本人,須磨区,社会増減,増減　①,男,-7
202402,日本人,垂水区,社会増減,増減　①,女,-78
202402,日本人,須磨区,社会増減,増減　①,女,-34
202402,日本人,全市,自然増減,出生,合計,569
202402,日本人,西区,社会増減,増減　①,女,-10
202402,日本人,兵庫区,社会増減,増減　①,女,13
202402,日本人,中央区,社会増減,増減　①,女,-125
202402,日本人,長田区,社会増減,増減　①,女,-13
202402,日本人,北区,社会増減,増減　①,女,-31
202402,日本人,垂水区,自然増減,出生,男,51
202402,日本人,東灘区,自然増減,死亡,男,87
202402,日本人,全市,自然増減,死亡,男,744
202402,日本人,中央区,自然増減,死亡,男,48
202402,日本人,灘区,自然増減,死亡,男,60
202402,日本人,須磨区,自然増減,死亡,合計,175
202402,日本人,長田区,自然増減,死亡,合計,111
202402,日本人,西区,自然増減,死亡,合計,207
202402,日本人,垂水区,自然増減,死亡,合計,247
202402,日本人,西区,自然増減,死亡,男,103
202402,日本人,垂水区,自然増減,死亡,男,111
202402,日本人,東灘区,自然増減,死亡,女,83
202402,日本人,全市,自然増減,死亡,女,752
202402,日本人,北区,自然増減,死亡,男,131
202402,日本人,兵庫区,自然増減,死亡,男,53
202402,日本人,須磨区,自然増減,死亡,男,92
202402,日本人,長田区,自然増減,死亡,男,59
202402,日本人,北区,自然増減,死亡,合計,245
202402,日本人,兵庫区,自然増減,出生,女,26
202402,日本人,中央区,自然増減,出生,女,38
202402,日本人,長田区,自然増減,出生,女,13
202402,日本人,北区,自然増減,出生,女,32
202402,日本人,全市,自然増減,出生,女,290
202402,日本人,西区,自然増減,出生,男,29
202402,日本人,灘区,自然増減,出生,女,30
202402,日本人,東灘区,自然増減,出生,女,36
202402,日本人,灘区,自然増減,死亡,合計,113
202402,日本人,東灘区,自然増減,死亡,合計,170
202402,日本人,兵庫区,自然増減,死亡,合計,116
202402,日本人,中央区,自然増減,死亡,合計,112
202402,日本人,垂水区,自然増減,出生,女,45
202402,日本人,須磨区,自然増減,出生,女,22
202402,日本人,全市,自然増減,死亡,合計,1496
202402,日本人,西区,自然増減,出生,女,48
202403,外国人,全市,社会増減,その他の減,合計,139
202403,外国人,西区,社会増減,その他の増,女,0
202403,外国人,灘区,社会増減,その他の減,合計,17
202403,外国人,東灘区,社会増減,その他の減,合計,22
202403,外国人,長田区,社会増減,その他の増,女,0
202403,外国人,北区,社会増減,その他の増,女,1
202403,外国人,垂水区,社会増減,その他の増,女,1
202403,外国人,須磨区,社会増減,その他の増,女,0
202403,外国人,垂水区,社会増減,その他の減,合計,2
202403,外国人,須磨区,社会増減,その他の減,合計,9
202403,外国人,全市,社会増減,その他の減,男,85
202403,外国人,西区,社会増減,その他の減,合計,9
202403,外国人,兵庫区,社会増減,その他の減,合計,13
202403,外国人,中央区,社会増減,その他の減,合計,44
202403,外国人,長田区,社会増減,その他の減,合計,18
202403,外国人,北区,社会増減,その他の減,合計,5
202403,外国人,兵庫区,社会増減,その他の増,女,0
202403,外国人,中央区,社会増減,その他の増,男,2
202403,外国人,灘区,社会増減,その他の増,男,4
202403,外国人,北区,社会増減,その他の増,男,0
202403,外国人,兵庫区,社会増減,その他の増,男,0
202403,外国人,西区,社会増減,その他の増,合計,0
202403,外国人,垂水区,社会増減,その他の増,合計,2
202403,外国人,東灘区,社会増減,その他の増,男,1
202403,外国人,全市,社会増減,その他の増,男,9
202403,外国人,東灘区,社会増減,その他の増,女,3
202403,外国人,全市,社会増減,その他の増,女,6
202403,外国人,中央区,社会増減,その他の増,女,1
202403,外国人,灘区,社会増減,その他の増,女,0
202403,外国人,須磨区,社会増減,その他の増,男,0
202403,外国人,長田区,社会増減,その他の増,男,1
202403,外国人,西区,社会増減,その他の増,男,0
202403,外国人,垂水区,社会増減,その他の増,男,1
202403,外国人,東灘区,社会増減,その他の減,男,11
202403,外国人,兵庫区,社会増減,増減　①,合計,-191
202403,外国人,中央区,社会増減,増減　①,合計,31
202403,外国人,長田区,社会増減,増減　①,合計,-172
202403,外国人,北区,社会増減,増減　①,合計,48
202403,外国人,全市,社会増減,増減　①,合計,387
202403,外国人,西区,社会増減,その他の減,女,3
202403,外国人,灘区,社会増減,増減　①,合計,33
202403,外国人,東灘区,社会増減,増減　①,合計,489
202403,外国人,灘区,社会増減,増減　①,男,19
202403,外国人,東灘区,社会増減,増減　①,男,203
202403,外国人,兵庫区,社会増減,増減　①,男,-146
202403,外国人,中央区,社会増減,増減　①,男,2
202403,外国人,垂水区,社会増減,増減　①,合計,58
202403,外国人,須磨区,社会増減,増減　①,合計,9
202403,外国人,全市,社会増減,増減　①,男,94
202403,外国人,西区,社会増減,増減　①,合計,82
202403,外国人,垂水区,社会増減,その他の減,女,1
202403,外国人,須磨区,社会増減,その他の減,男,7
202403,外国人,長田区,社会増減,その他の減,男,10
202403,外国人,西区,社会増減,その他の減,男,6
202403,外国人,垂水区,社会増減,その他の減,男,1
202403,外国人,中央区,社会増減,その他の減,男,28
202403,外国人,灘区,社会増減,その他の減,男,10
202403,外国人,北区,社会増減,その他の減,男,1
202403,外国人,兵庫区,社会増減,その他の減,男,11
202403,外国人,北区,社会増減,その他の減,女,4
202403,外国人,兵庫区,社会増減,その他の減,女,2
202403,外国人,須磨区,社会増減,その他の減,女,2
202403,外国人,長田区,社会増減,その他の減,女,8
202403,外国人,東灘区,社会増減,その他の減,女,11
202403,外国人,全市,社会増減,その他の減,女,54
202403,外国人,中央区,社会増減,その他の減,女,16
202403,外国人,灘区,社会増減,その他の減,女,7
202403,外国人,須磨区,社会増減,その他の増,合計,0
202403,外国人,灘区,社会増減,転入,女,117
202403,外国人,東灘区,社会増減,転入,女,394
202403,外国人,兵庫区,社会増減,転入,女,163
202403,外国人,中央区,社会増減,転入,女,253
202403,外国人,垂水区,社会増減,転入,男,53
202403,外国人,須磨区,社会増減,転入,男,41
202403,外国人,全市,社会増減,転入,女,1271
202403,外国人,西区,社会増減,転入,男,97
202403,外国人,全市,社会増減,転出,合計,2138
202403,外国人,西区,社会増減,転入,女,87
202403,外国人,灘区,社会増減,転出,合計,207
202403,外国人,東灘区,社会増減,転出,合計,235
202403,外国人,長田区,社会増減,転入,女,101
202403,外国人,北区,社会増減,転入,女,67
202403,外国人,垂水区,社会増減,転入,女,57
202403,外国人,須磨区,社会増減,転入,女,32
202403,外国人,長田区,社会増減,転入,男,118
202403,外国人,北区,社会増減,転入,合計,115
202403,外国人,兵庫区,社会増減,転入,合計,347
202403,外国人,須磨区,社会増減,転入,合計,73
202403,外国人,長田区,社会増減,転入,合計,219
202403,外国人,東灘区,社会増減,転入,合計,742
202403,外国人,全市,社会増減,転入,合計,2649
202403,外国人,中央区,社会増減,転入,合計,606
202403,外国人,灘区,社会増減,転入,合計,253
202403,外国人,中央区,社会増減,転入,男,353
202403,外国人,灘区,社会増減,転入,男,136
202403,外国人,北区,社会増減,転入,男,48
202403,外国人,兵庫区,社会増減,転入,男,184
202403,外国人,西区,社会増減,転入,合計,184
202403,外国人,垂水区,社会増減,転入,合計,110
202403,外国人,東灘区,社会増減,転入,男,348
202403,外国人,全市,社会増減,転入,男,1378
202403,外国人,中央区,社会増減,転出,合計,534
202403,外国人,長田区,社会増減,転出,女,188
202403,外国人,北区,社会増減,転出,女,42
202403,外国人,垂水区,社会増減,転出,女,30
202403,外国人,須磨区,社会増減,転出,女,19
202403,外国人,灘区,社会増減,転出,女,96
202403,外国人,東灘区,社会増減,転出,女,100
202403,外国人,兵庫区,社会増減,転出,女,206
202403,外国人,中央区,社会増減,転出,女,209
202403,外国人,兵庫区,社会増減,その他の増,合計,0
202403,外国人,中央区,社会増減,その他の増,合計,3
202403,外国人,長田区,社会増減,その他の増,合計,1
202403,外国人,北区,社会増減,その他の増,合計,1
202403,外国人,全市,社会増減,その他の増,合計,15
202403,外国人,西区,社会増減,転出,女,40
202403,外国人,灘区,社会増減,その他の増,合計,4
202403,外国人,東灘区,社会増減,その他の増,合計,4
202403,外国人,全市,社会増減,転出,女,930
202403,外国人,西区,社会増減,転出,合計,93
202403,外国人,垂水区,社会増減,転出,合計,52
202403,外国人,東灘区,社会増減,転出,男,135
202403,外国人,全市,社会増減,転出,男,1208
202403,外国人,北区,社会増減,転出,合計,63
202403,外国人,兵庫区,社会増減,転出,合計,525
202403,外国人,須磨区,社会増減,転出,合計,55
202403,外国人,長田区,社会増減,転出,合計,374
202403,外国人,須磨区,社会増減,転出,男,36
202403,外国人,長田区,社会増減,転出,男,186
202403,外国人,西区,社会増減,転出,男,53
202403,外国人,垂水区,社会増減,転出,男,22
202403,外国人,中央区,社会増減,転出,男,325
202403,外国人,灘区,社会増減,転出,男,111
202403,外国人,北区,社会増減,転出,男,21
202403,外国人,兵庫区,社会増減,転出,男,319
202403,外国人,北区,自然増減,増減　②,男,0
202403,外国人,兵庫区,自然増減,増減　②,男,1
202403,外国人,須磨区,自然増減,増減　②,男,-4
202403,外国人,長田区,自然増減,増減　②,男,0
202403,外国人,東灘区,自然増減,増減　②,男,0
202403,外国人,全市,自然増減,増減　②,男,-4
202403,外国人,中央区,自然増減,増減　②,男,-2
202403,外国人,灘区,自然増減,増減　②,男,0
202403,外国人,中央区,自然増減,増減　②,女,-1
202403,外国人,灘区,自然増減,増減　②,女,-1
202403,外国人,北区,自然増減,増減　②,女,1
202403,外国人,兵庫区,自然増減,増減　②,女,0
202403,外国人,西区,自然増減,増減　②,男,1
202403,外国人,垂水区,自然増減,増減　②,男,0
202403,外国人,東灘区,自然増減,増減　②,女,-1
202403,外国人,全市,自然増減,増減　②,女,-7
202403,外国人,西区,自然増減,増減　②,合計,0
202403,外国人,垂水区,自然増減,死亡,女,0
202403,外国人,須磨区,自然増減,死亡,女,0
202403,外国人,全市,自然増減,増減　②,合計,-11
202403,外国人,西区,自然増減,死亡,女,1
202403,外国人,兵庫区,自然増減,死亡,女,1
202403,外国人,中央区,自然増減,死亡,女,4
202403,外国人,長田区,自然増減,死亡,女,5
202403,外国人,北区,自然増減,死亡,女,1
202403,外国人,長田区,自然増減,増減　②,合計,-5
202403,外国人,北区,自然増減,増減　②,合計,1
202403,外国人,垂水区,自然増減,増減　②,合計,1
202403,外国人,須磨区,自然増減,増減　②,合計,-4
202403,外国人,灘区,自然増減,増減　②,合計,-1
202403,外国人,東灘区,自然増減,増減　②,合計,-1
202403,外国人,兵庫区,自然増減,増減　②,合計,1
202403,外国人,中央区,自然増減,増減　②,合計,-3
202403,外国人,長田区,自然増減,増減　②,女,-5
202403,外国人,西区,人口増減,増減　③（①＋②）,男,39
202403,外国人,垂水区,人口増減,増減　③（①＋②）,男,31
202403,外国人,東灘区,人口増減,増減　③（①＋②）,女,285
202403,外国人,全市,人口増減,増減　③（①＋②）,女,286
202403,外国人,北区,人口増減,増減　③（①＋②）,男,26
202403,外国人,兵庫区,人口増減,増減　③（①＋②）,男,-145
202403,外国人,須磨区,人口増減,増減　③（①＋②）,男,-6
202403,外国人,長田区,人口増減,増減　③（①＋②）,男,-77
202403,外国人,須磨区,人口増減,増減　③（①＋②）,女,11
202403,外国人,長田区,人口増減,増減　③（①＋②）,女,-100
202403,外国人,西区,人口増減,増減　③（①＋②）,女,43
202403,外国人,垂水区,人口増減,増減　③（①＋②）,女,28
202403,外国人,中央区,人口増減,増減　③（①＋②）,女,28
202403,外国人,灘区,人口増減,増減　③（①＋②）,女,13
202403,外国人,北区,人口増減,増減　③（①＋②）,女,23
202403,外国人,兵庫区,人口増減,増減　③（①＋②）,女,-45
202403,外国人,中央区,人口増減,増減　③（①＋②）,男,0
202403,外国人,灘区,人口増減,増減　③（①＋②）,合計,32
202403,外国人,東灘区,人口増減,増減　③（①＋②）,合計,488
202403,外国人,兵庫区,人口増減,増減　③（①＋②）,合計,-190
202403,外国人,中央区,人口増減,増減　③（①＋②）,合計,28
202403,外国人,垂水区,自然増減,増減　②,女,1
202403,外国人,須磨区,自然増減,増減　②,女,0
202403,外国人,全市,人口増減,増減　③（①＋②）,合計,376
202403,外国人,西区,自然増減,増減　②,女,-1
202403,外国人,全市,人口増減,増減　③（①＋②）,男,90
202403,外国人,西区,人口増減,増減　③（①＋②）,合計,82
202403,外国人,灘区,人口増減,増減　③（①＋②）,男,19
202403,外国人,東灘区,人口増減,増減　③（①＋②）,男,203
202403,外国人,長田区,人口増減,増減　③（①＋②）,合計,-177
202403,外国人,北区,人口増減,増減　③（①＋②）,合計,49
202403,外国人,垂水区,人口増減,増減　③（①＋②）,合計,59
202403,外国人,須磨区,人口増減,増減　③（①＋②）,合計,5
202403,外国人,灘区,自然増減,死亡,女,1
202403,外国人,須磨区,自然増減,出生,合計,0
202403,外国人,長田区,自然増減,出生,合計,3
202403,外国人,西区,自然増減,出生,合計,2
202403,外国人,垂水区,自然増減,出生,合計,1
202403,外国人,中央区,自然増減,出生,合計,5
202403,外国人,灘区,自然増減,出生,合計,1
202403,外国人,北区,自然増減,出生,合計,2
202403,外国人,兵庫区,自然増減,出生,合計,2
202403,外国人,北区,自然増減,出生,男,0
202403,外国人,兵庫区,自然増減,出生,男,1
202403,外国人,須磨区,自然増減,出生,男,0
202403,外国人,長田区,自然増減,出生,男,3
202403,外国人,東灘区,自然増減,出生,男,0
202403,外国人,全市,自然増減,出生,男,9
202403,外国人,中央区,自然増減,出生,男,2
202403,外国人,灘区,自然増減,出生,男,1
202403,外国人,東灘区,自然増減,出生,合計,0
202403,外国人,全市,社会増減,増減　①,女,293
202403,外国人,西区,社会増減,増減　①,男,38
202403,外国人,灘区,社会増減,増減　①,女,14
202403,外国人,東灘区,社会増減,増減　①,女,286
202403,外国人,長田区,社会増減,増減　①,男,-77
202403,外国人,北区,社会増減,増減　①,男,26
202403,外国人,垂水区,社会増減,増減　①,男,31
202403,外国人,須磨区,社会増減,増減　①,男,-2
202403,外国人,垂水区,社会増減,増減　①,女,27
202403,外国人,須磨区,社会増減,増減　①,女,11
202403,外国人,全市,自然増減,出生,合計,16
202403,外国人,西区,社会増減,増減　①,女,44
